category,scientific_name,conservation_status,common_names,park_name,observations
Vascular Plant,Chenopodium leptophyllum,Least Concern,"Slimleaf Goosefoot, Narrowleaved Goosefoot, Narrowleaf Goosefoot, Narrowleaf Lambsquarters, Slimleaf Lambsquarters",Bryce,97
Vascular Plant,Chenopodium leptophyllum,Least Concern,"Slimleaf Goosefoot, Narrowleaved Goosefoot, Narrowleaf Goosefoot, Narrowleaf Lambsquarters, Slimleaf Lambsquarters",Yosemite,129
Vascular Plant,Suaeda calceoliformis,Least Concern,"Western Seepweed, Paiuteweed, Pursh Seepweed",Great Smoky Mountains,64
Vascular Plant,Suaeda calceoliformis,Least Concern,"Western Seepweed, Paiuteweed, Pursh Seepweed",Yellowstone,229
Vascular Plant,Suaeda calceoliformis,Least Concern,"Western Seepweed, Paiuteweed, Pursh Seepweed",Yosemite,136
Vascular Plant,Suaeda calceoliformis,Least Concern,"Western Seepweed, Paiuteweed, Pursh Seepweed",Bryce,57
Vascular Plant,Chenopodium glaucum var. salinum,Least Concern,Rocky Mountain Goosefoot,Yosemite,130
Vascular Plant,Chenopodium glaucum var. salinum,Least Concern,Rocky Mountain Goosefoot,Great Smoky Mountains,96
Vascular Plant,Chenopodium glaucum var. salinum,Least Concern,Rocky Mountain Goosefoot,Bryce,92
Vascular Plant,Chenopodium glaucum var. salinum,Least Concern,Rocky Mountain Goosefoot,Yellowstone,254
Vascular Plant,Minuartia nuttallii,Least Concern,Nuttall's Sandwort,Great Smoky Mountains,93
Vascular Plant,Minuartia nuttallii,Least Concern,Nuttall's Sandwort,Yellowstone,228
Vascular Plant,Minuartia nuttallii,Least Concern,Nuttall's Sandwort,Yosemite,125
Vascular Plant,Minuartia nuttallii,Least Concern,Nuttall's Sandwort,Bryce,130
Vascular Plant,Minuartia rubella,Least Concern,"Boreal Stitchwort, Beautiful Sandwort",Yosemite,153
Vascular Plant,Minuartia rubella,Least Concern,"Boreal Stitchwort, Beautiful Sandwort",Yellowstone,248
Vascular Plant,Minuartia rubella,Least Concern,"Boreal Stitchwort, Beautiful Sandwort",Bryce,93
Vascular Plant,Minuartia rubella,Least Concern,"Boreal Stitchwort, Beautiful Sandwort",Great Smoky Mountains,86
Vascular Plant,Stellaria crispa,Least Concern,"Crispleaved Chickweed, Curled Starwort, Crisp Starwort",Bryce,69
Vascular Plant,Stellaria crispa,Least Concern,"Crispleaved Chickweed, Curled Starwort, Crisp Starwort",Yosemite,140
Vascular Plant,Stellaria crispa,Least Concern,"Crispleaved Chickweed, Curled Starwort, Crisp Starwort",Yellowstone,281
Vascular Plant,Stellaria crispa,Least Concern,"Crispleaved Chickweed, Curled Starwort, Crisp Starwort",Great Smoky Mountains,89
Vascular Plant,Stellaria crassifolia,Least Concern,"Fleshy Starwort, Thickleaved Chickweed",Yosemite,136
Vascular Plant,Stellaria crassifolia,Least Concern,"Fleshy Starwort, Thickleaved Chickweed",Great Smoky Mountains,88
Vascular Plant,Stellaria crassifolia,Least Concern,"Fleshy Starwort, Thickleaved Chickweed",Bryce,127
Vascular Plant,Stellaria crassifolia,Least Concern,"Fleshy Starwort, Thickleaved Chickweed",Yellowstone,247
Vascular Plant,Stellaria calycantha,Least Concern,"Northern Starwort, Northern Chickweed",Yellowstone,227
Vascular Plant,Stellaria calycantha,Least Concern,"Northern Starwort, Northern Chickweed",Great Smoky Mountains,80
Vascular Plant,Stellaria calycantha,Least Concern,"Northern Starwort, Northern Chickweed",Bryce,100
Vascular Plant,Stellaria calycantha,Least Concern,"Northern Starwort, Northern Chickweed",Yosemite,146
Vascular Plant,Spergularia rubra,Least Concern,"Red Sandspurry, Purple Sandspurry",Yellowstone,236
Vascular Plant,Spergularia rubra,Least Concern,"Red Sandspurry, Purple Sandspurry",Yosemite,136
Vascular Plant,Spergularia rubra,Least Concern,"Red Sandspurry, Purple Sandspurry",Great Smoky Mountains,65
Vascular Plant,Spergularia rubra,Least Concern,"Red Sandspurry, Purple Sandspurry",Bryce,117
Vascular Plant,Silene parryi,Least Concern,Parry's Silene,Great Smoky Mountains,68
Vascular Plant,Silene parryi,Least Concern,Parry's Silene,Bryce,114
Vascular Plant,Silene parryi,Least Concern,Parry's Silene,Yosemite,149
Vascular Plant,Silene parryi,Least Concern,Parry's Silene,Yellowstone,252
Vascular Plant,Silene oregana,Least Concern,"Oregon Silene, Oregon Campion",Great Smoky Mountains,69
Vascular Plant,Silene oregana,Least Concern,"Oregon Silene, Oregon Campion",Yosemite,145
Vascular Plant,Silene oregana,Least Concern,"Oregon Silene, Oregon Campion",Bryce,123
Vascular Plant,Silene oregana,Least Concern,"Oregon Silene, Oregon Campion",Yellowstone,224
Vascular Plant,Silene menziesii var. viscosa,Least Concern,Menzies' Campion,Bryce,84
Vascular Plant,Silene menziesii var. viscosa,Least Concern,Menzies' Campion,Yosemite,141
Vascular Plant,Silene menziesii var. viscosa,Least Concern,Menzies' Campion,Yellowstone,240
Vascular Plant,Silene menziesii var. viscosa,Least Concern,Menzies' Campion,Great Smoky Mountains,92
Vascular Plant,Minuartia obtusiloba,Least Concern,"Twinflower Sandwort, Alpine Sandwort",Yellowstone,286
Vascular Plant,Minuartia obtusiloba,Least Concern,"Twinflower Sandwort, Alpine Sandwort",Great Smoky Mountains,56
Vascular Plant,Minuartia obtusiloba,Least Concern,"Twinflower Sandwort, Alpine Sandwort",Bryce,91
Vascular Plant,Minuartia obtusiloba,Least Concern,"Twinflower Sandwort, Alpine Sandwort",Yosemite,196
Vascular Plant,Silene menziesii var. menziesii,Least Concern,Menzies' Campion,Great Smoky Mountains,42
Vascular Plant,Silene menziesii var. menziesii,Least Concern,Menzies' Campion,Bryce,89
Vascular Plant,Silene menziesii var. menziesii,Least Concern,Menzies' Campion,Yellowstone,261
Vascular Plant,Silene menziesii var. menziesii,Least Concern,Menzies' Campion,Yosemite,135
Vascular Plant,Silene hitchguirei,Least Concern,Apetalous Catchfly,Yellowstone,252
Vascular Plant,Silene hitchguirei,Least Concern,Apetalous Catchfly,Great Smoky Mountains,72
Vascular Plant,Silene hitchguirei,Least Concern,Apetalous Catchfly,Yosemite,149
Vascular Plant,Silene hitchguirei,Least Concern,Apetalous Catchfly,Bryce,90
Vascular Plant,Silene drummondii var. drummondii,Least Concern,"Drummond's Campion, Drummond's Catchfly",Yosemite,159
Vascular Plant,Silene drummondii var. drummondii,Least Concern,"Drummond's Campion, Drummond's Catchfly",Great Smoky Mountains,59
Vascular Plant,Silene drummondii var. drummondii,Least Concern,"Drummond's Campion, Drummond's Catchfly",Yellowstone,237
Vascular Plant,Silene drummondii var. drummondii,Least Concern,"Drummond's Campion, Drummond's Catchfly",Bryce,85
Vascular Plant,Silene acaulis var. subacaulescens,Least Concern,"Moss Campion, Moss Catchfly",Yosemite,139
Vascular Plant,Silene acaulis var. subacaulescens,Least Concern,"Moss Campion, Moss Catchfly",Bryce,138
Vascular Plant,Silene acaulis var. subacaulescens,Least Concern,"Moss Campion, Moss Catchfly",Yellowstone,251
Vascular Plant,Silene acaulis var. subacaulescens,Least Concern,"Moss Campion, Moss Catchfly",Great Smoky Mountains,60
Vascular Plant,Sagina saginoides,Least Concern,"Arctic Pearlwort, Alpine Pearlwort",Yellowstone,216
Vascular Plant,Sagina saginoides,Least Concern,"Arctic Pearlwort, Alpine Pearlwort",Great Smoky Mountains,96
Vascular Plant,Sagina saginoides,Least Concern,"Arctic Pearlwort, Alpine Pearlwort",Bryce,109
Vascular Plant,Sagina saginoides,Least Concern,"Arctic Pearlwort, Alpine Pearlwort",Yosemite,97
Vascular Plant,Paronychia sessiliflora,Least Concern,"Low Nailwort, Creeping Nailwort, Stemless Nailwort, Nailwort",Great Smoky Mountains,65
Vascular Plant,Paronychia sessiliflora,Least Concern,"Low Nailwort, Creeping Nailwort, Stemless Nailwort, Nailwort",Bryce,112
Vascular Plant,Paronychia sessiliflora,Least Concern,"Low Nailwort, Creeping Nailwort, Stemless Nailwort, Nailwort",Yellowstone,290
Vascular Plant,Paronychia sessiliflora,Least Concern,"Low Nailwort, Creeping Nailwort, Stemless Nailwort, Nailwort",Yosemite,197
Vascular Plant,Moehringia lateriflora,Least Concern,"Bluntleaf Sandwort, Grove Sandwort, Blunt-Leaf Grove-Sandwort",Bryce,124
Vascular Plant,Moehringia lateriflora,Least Concern,"Bluntleaf Sandwort, Grove Sandwort, Blunt-Leaf Grove-Sandwort",Yosemite,139
Vascular Plant,Moehringia lateriflora,Least Concern,"Bluntleaf Sandwort, Grove Sandwort, Blunt-Leaf Grove-Sandwort",Great Smoky Mountains,53
Vascular Plant,Moehringia lateriflora,Least Concern,"Bluntleaf Sandwort, Grove Sandwort, Blunt-Leaf Grove-Sandwort",Yellowstone,262
Vascular Plant,Silene latifolia,Least Concern,"Bladder Campion, Bladder-Campion",Bryce,115
Vascular Plant,Silene latifolia,Least Concern,"Bladder Campion, Bladder-Campion",Yosemite,125
Vascular Plant,Silene latifolia,Least Concern,"Bladder Campion, Bladder-Campion",Great Smoky Mountains,90
Vascular Plant,Silene latifolia,Least Concern,"Bladder Campion, Bladder-Campion",Yellowstone,267
Vascular Plant,Chenopodium fremontii,Least Concern,Fremont's Goosefoot,Great Smoky Mountains,67
Vascular Plant,Chenopodium fremontii,Least Concern,Fremont's Goosefoot,Yosemite,158
Vascular Plant,Chenopodium fremontii,Least Concern,Fremont's Goosefoot,Bryce,104
Vascular Plant,Chenopodium fremontii,Least Concern,Fremont's Goosefoot,Yellowstone,265
Vascular Plant,Chenopodium atrovirens,Least Concern,"Dark Goosefoot, Pinyon Goosefoot",Great Smoky Mountains,59
Vascular Plant,Chenopodium atrovirens,Least Concern,"Dark Goosefoot, Pinyon Goosefoot",Yosemite,135
Vascular Plant,Chenopodium atrovirens,Least Concern,"Dark Goosefoot, Pinyon Goosefoot",Bryce,129
Vascular Plant,Chenopodium atrovirens,Least Concern,"Dark Goosefoot, Pinyon Goosefoot",Yellowstone,270
Vascular Plant,Bassia hyssopifolia,Least Concern,"Fivehook Bassia, Smotherweed, Fivehorn Smotherweed",Great Smoky Mountains,76
Vascular Plant,Bassia hyssopifolia,Least Concern,"Fivehook Bassia, Smotherweed, Fivehorn Smotherweed",Yellowstone,270
Vascular Plant,Bassia hyssopifolia,Least Concern,"Fivehook Bassia, Smotherweed, Fivehorn Smotherweed",Bryce,99
Vascular Plant,Bassia hyssopifolia,Least Concern,"Fivehook Bassia, Smotherweed, Fivehorn Smotherweed",Yosemite,156
Vascular Plant,Physaria didymocarpa var. didymocarpa,Least Concern,Common Twinpod,Yellowstone,244
Vascular Plant,Physaria didymocarpa var. didymocarpa,Least Concern,Common Twinpod,Great Smoky Mountains,94
Vascular Plant,Physaria didymocarpa var. didymocarpa,Least Concern,Common Twinpod,Bryce,64
Vascular Plant,Physaria didymocarpa var. didymocarpa,Least Concern,Common Twinpod,Yosemite,143
Vascular Plant,Physaria acutifolia var. acutifolia,Least Concern,"Southern Twinpod, Sharpleaf Twinpod",Yellowstone,229
Vascular Plant,Physaria acutifolia var. acutifolia,Least Concern,"Southern Twinpod, Sharpleaf Twinpod",Great Smoky Mountains,45
Vascular Plant,Physaria acutifolia var. acutifolia,Least Concern,"Southern Twinpod, Sharpleaf Twinpod",Yosemite,174
Vascular Plant,Physaria acutifolia var. acutifolia,Least Concern,"Southern Twinpod, Sharpleaf Twinpod",Bryce,95
Vascular Plant,Noccaea montana,Least Concern,Alpine Pennycress,Great Smoky Mountains,94
Vascular Plant,Noccaea montana,Least Concern,Alpine Pennycress,Yosemite,167
Vascular Plant,Noccaea montana,Least Concern,Alpine Pennycress,Yellowstone,237
Vascular Plant,Noccaea montana,Least Concern,Alpine Pennycress,Bryce,88
Vascular Plant,Nasturtium officinale,Least Concern,Watercress,Yellowstone,213
Vascular Plant,Nasturtium officinale,Least Concern,Watercress,Bryce,84
Vascular Plant,Nasturtium officinale,Least Concern,Watercress,Yosemite,156
Vascular Plant,Nasturtium officinale,Least Concern,Watercress,Great Smoky Mountains,78
Vascular Plant,Lesquerella alpina var. alpina,Least Concern,Alpine Bladderpod,Yellowstone,223
Vascular Plant,Lesquerella alpina var. alpina,Least Concern,Alpine Bladderpod,Bryce,92
Vascular Plant,Lesquerella alpina var. alpina,Least Concern,Alpine Bladderpod,Yosemite,157
Vascular Plant,Lesquerella alpina var. alpina,Least Concern,Alpine Bladderpod,Great Smoky Mountains,40
Vascular Plant,Lepidium virginicum var. pubescens,Least Concern,Hairy Pepperweed,Yellowstone,232
Vascular Plant,Lepidium virginicum var. pubescens,Least Concern,Hairy Pepperweed,Bryce,124
Vascular Plant,Lepidium virginicum var. pubescens,Least Concern,Hairy Pepperweed,Yosemite,137
Vascular Plant,Lepidium virginicum var. pubescens,Least Concern,Hairy Pepperweed,Great Smoky Mountains,89
Vascular Plant,Lepidium sativum,Least Concern,"Garden Pepperwort, Gardencress Pepperweed",Great Smoky Mountains,76
Vascular Plant,Lepidium sativum,Least Concern,"Garden Pepperwort, Gardencress Pepperweed",Yosemite,109
Vascular Plant,Lepidium sativum,Least Concern,"Garden Pepperwort, Gardencress Pepperweed",Yellowstone,268
Vascular Plant,Lepidium sativum,Least Concern,"Garden Pepperwort, Gardencress Pepperweed",Bryce,90
Vascular Plant,Lepidium ramosissimum,Least Concern,"Manybranched Pepperweed, Pepperweed",Bryce,91
Vascular Plant,Lepidium ramosissimum,Least Concern,"Manybranched Pepperweed, Pepperweed",Yosemite,182
Vascular Plant,Lepidium ramosissimum,Least Concern,"Manybranched Pepperweed, Pepperweed",Great Smoky Mountains,86
Vascular Plant,Lepidium ramosissimum,Least Concern,"Manybranched Pepperweed, Pepperweed",Yellowstone,235
Vascular Plant,Rorippa curvipes var. curvipes,Least Concern,"Bluntleaf Yellowcress, Blunt-Leaf Yellowcress",Yellowstone,271
Vascular Plant,Rorippa curvipes var. curvipes,Least Concern,"Bluntleaf Yellowcress, Blunt-Leaf Yellowcress",Bryce,124
Vascular Plant,Rorippa curvipes var. curvipes,Least Concern,"Bluntleaf Yellowcress, Blunt-Leaf Yellowcress",Great Smoky Mountains,115
Vascular Plant,Rorippa curvipes var. curvipes,Least Concern,"Bluntleaf Yellowcress, Blunt-Leaf Yellowcress",Yosemite,158
Vascular Plant,Lepidium perfoliatum,Least Concern,"Clasping Pepperweed, Clasping Pepperwort, Claspingleaf Pepperweed",Yosemite,150
Vascular Plant,Lepidium perfoliatum,Least Concern,"Clasping Pepperweed, Clasping Pepperwort, Claspingleaf Pepperweed",Yellowstone,261
Vascular Plant,Lepidium perfoliatum,Least Concern,"Clasping Pepperweed, Clasping Pepperwort, Claspingleaf Pepperweed",Bryce,145
Vascular Plant,Lepidium perfoliatum,Least Concern,"Clasping Pepperweed, Clasping Pepperwort, Claspingleaf Pepperweed",Great Smoky Mountains,46
Vascular Plant,Lepidium densiflorum var. macrocarpum,Least Concern,Bigseed Pepperweed,Bryce,119
Vascular Plant,Lepidium densiflorum var. macrocarpum,Least Concern,Bigseed Pepperweed,Yosemite,155
Vascular Plant,Lepidium densiflorum var. macrocarpum,Least Concern,Bigseed Pepperweed,Yellowstone,258
Vascular Plant,Lepidium densiflorum var. macrocarpum,Least Concern,Bigseed Pepperweed,Great Smoky Mountains,48
Vascular Plant,Isatis tinctoria,Least Concern,Dyer's Woad,Yosemite,127
Vascular Plant,Isatis tinctoria,Least Concern,Dyer's Woad,Great Smoky Mountains,64
Vascular Plant,Isatis tinctoria,Least Concern,Dyer's Woad,Bryce,120
Vascular Plant,Isatis tinctoria,Least Concern,Dyer's Woad,Yellowstone,270
Vascular Plant,Euclidium syriacum,Least Concern,"Syria Euclidium, Syrian Mustard",Yosemite,164
Vascular Plant,Euclidium syriacum,Least Concern,"Syria Euclidium, Syrian Mustard",Yellowstone,226
Vascular Plant,Euclidium syriacum,Least Concern,"Syria Euclidium, Syrian Mustard",Great Smoky Mountains,55
Vascular Plant,Euclidium syriacum,Least Concern,"Syria Euclidium, Syrian Mustard",Bryce,122
Vascular Plant,Erysimum inconspicuum,Least Concern,"Smallflower Wallflower, Shy Wallflower",Bryce,93
Vascular Plant,Erysimum inconspicuum,Least Concern,"Smallflower Wallflower, Shy Wallflower",Great Smoky Mountains,47
Vascular Plant,Erysimum inconspicuum,Least Concern,"Smallflower Wallflower, Shy Wallflower",Yosemite,191
Vascular Plant,Erysimum inconspicuum,Least Concern,"Smallflower Wallflower, Shy Wallflower",Yellowstone,239
Vascular Plant,Erysimum asperum,Least Concern,Western Wallflower,Great Smoky Mountains,90
Vascular Plant,Erysimum asperum,Least Concern,Western Wallflower,Bryce,85
Vascular Plant,Erysimum asperum,Least Concern,Western Wallflower,Yellowstone,224
Vascular Plant,Erysimum asperum,Least Concern,Western Wallflower,Yosemite,112
Vascular Plant,Lepidium densiflorum var. pubecarpum,Least Concern,Babyseed Pepperweed,Yosemite,154
Vascular Plant,Lepidium densiflorum var. pubecarpum,Least Concern,Babyseed Pepperweed,Bryce,139
Vascular Plant,Lepidium densiflorum var. pubecarpum,Least Concern,Babyseed Pepperweed,Yellowstone,247
Vascular Plant,Lepidium densiflorum var. pubecarpum,Least Concern,Babyseed Pepperweed,Great Smoky Mountains,72
Vascular Plant,Rorippa curvisiliqua,Least Concern,Curvepod Yellowcress,Yellowstone,223
Vascular Plant,Rorippa curvisiliqua,Least Concern,Curvepod Yellowcress,Bryce,61
Vascular Plant,Rorippa curvisiliqua,Least Concern,Curvepod Yellowcress,Great Smoky Mountains,90
Vascular Plant,Rorippa curvisiliqua,Least Concern,Curvepod Yellowcress,Yosemite,147
Vascular Plant,Schoenocrambe linifolia,Least Concern,"Rush Mustard, Flaxleaf Plainsmustard",Yosemite,140
Vascular Plant,Schoenocrambe linifolia,Least Concern,"Rush Mustard, Flaxleaf Plainsmustard",Bryce,157
Vascular Plant,Schoenocrambe linifolia,Least Concern,"Rush Mustard, Flaxleaf Plainsmustard",Yellowstone,242
Vascular Plant,Schoenocrambe linifolia,Least Concern,"Rush Mustard, Flaxleaf Plainsmustard",Great Smoky Mountains,102
Vascular Plant,Atriplex subspicata,Least Concern,"Saline Saltbush, Spreading Orach, Spearscale, Halberdleaf Orach, Orach Saltbush",Yosemite,158
Vascular Plant,Atriplex subspicata,Least Concern,"Saline Saltbush, Spreading Orach, Spearscale, Halberdleaf Orach, Orach Saltbush",Yellowstone,201
Vascular Plant,Atriplex subspicata,Least Concern,"Saline Saltbush, Spreading Orach, Spearscale, Halberdleaf Orach, Orach Saltbush",Bryce,107
Vascular Plant,Atriplex subspicata,Least Concern,"Saline Saltbush, Spreading Orach, Spearscale, Halberdleaf Orach, Orach Saltbush",Great Smoky Mountains,69
Vascular Plant,Atriplex rosea,Least Concern,"Redscale Saltbush, Tumbling Saltweed, Redscale Saltweed, Tumbling Orache",Yellowstone,257
Vascular Plant,Atriplex rosea,Least Concern,"Redscale Saltbush, Tumbling Saltweed, Redscale Saltweed, Tumbling Orache",Bryce,129
Vascular Plant,Atriplex rosea,Least Concern,"Redscale Saltbush, Tumbling Saltweed, Redscale Saltweed, Tumbling Orache",Yosemite,164
Vascular Plant,Atriplex rosea,Least Concern,"Redscale Saltbush, Tumbling Saltweed, Redscale Saltweed, Tumbling Orache",Great Smoky Mountains,57
Vascular Plant,Atriplex patula,Least Concern,"Spear-Scale, Spear Saltweed, Spreading Orache, Spear Saltbush, Halberd-Leaf Orache, Spear Orach",Bryce,91
Vascular Plant,Atriplex patula,Least Concern,"Spear-Scale, Spear Saltweed, Spreading Orache, Spear Saltbush, Halberd-Leaf Orache, Spear Orach",Great Smoky Mountains,96
Vascular Plant,Atriplex patula,Least Concern,"Spear-Scale, Spear Saltweed, Spreading Orache, Spear Saltbush, Halberd-Leaf Orache, Spear Orach",Yosemite,151
Vascular Plant,Atriplex patula,Least Concern,"Spear-Scale, Spear Saltweed, Spreading Orache, Spear Saltbush, Halberd-Leaf Orache, Spear Orach",Yellowstone,214
Vascular Plant,Atriplex hortensis,Least Concern,"Garden Orache, Mountain-Spinach, Armuelle Mole, Garden Orach, Bledos Moles",Yosemite,176
Vascular Plant,Atriplex hortensis,Least Concern,"Garden Orache, Mountain-Spinach, Armuelle Mole, Garden Orach, Bledos Moles",Bryce,111
Vascular Plant,Atriplex hortensis,Least Concern,"Garden Orache, Mountain-Spinach, Armuelle Mole, Garden Orach, Bledos Moles",Yellowstone,225
Vascular Plant,Atriplex hortensis,Least Concern,"Garden Orache, Mountain-Spinach, Armuelle Mole, Garden Orach, Bledos Moles",Great Smoky Mountains,93
Vascular Plant,Atriplex canescens var. canescens,Least Concern,Fourwing Saltbush,Bryce,67
Vascular Plant,Atriplex canescens var. canescens,Least Concern,Fourwing Saltbush,Great Smoky Mountains,69
Vascular Plant,Atriplex canescens var. canescens,Least Concern,Fourwing Saltbush,Yellowstone,241
Vascular Plant,Atriplex canescens var. canescens,Least Concern,Fourwing Saltbush,Yosemite,138
Vascular Plant,Atriplex argentea,Least Concern,"Silverscale Saltbush, Silverscale, Silverscale Saltweed",Yellowstone,242
Vascular Plant,Atriplex argentea,Least Concern,"Silverscale Saltbush, Silverscale, Silverscale Saltweed",Great Smoky Mountains,80
Vascular Plant,Atriplex argentea,Least Concern,"Silverscale Saltbush, Silverscale, Silverscale Saltweed",Yosemite,169
Vascular Plant,Atriplex argentea,Least Concern,"Silverscale Saltbush, Silverscale, Silverscale Saltweed",Bryce,83
Vascular Plant,Amaranthus blitoides,Least Concern,"Mat Amaranth, Prostrate Pigweed, Prostrate Amaranth",Bryce,98
Vascular Plant,Amaranthus blitoides,Least Concern,"Mat Amaranth, Prostrate Pigweed, Prostrate Amaranth",Yosemite,168
Vascular Plant,Amaranthus blitoides,Least Concern,"Mat Amaranth, Prostrate Pigweed, Prostrate Amaranth",Great Smoky Mountains,64
Vascular Plant,Amaranthus blitoides,Least Concern,"Mat Amaranth, Prostrate Pigweed, Prostrate Amaranth",Yellowstone,228
Vascular Plant,Floerkea proserpinacoides,Least Concern,"False Mermaid-Weed, False Mermaidweed",Yosemite,131
Vascular Plant,Floerkea proserpinacoides,Least Concern,"False Mermaid-Weed, False Mermaidweed",Yellowstone,235
Vascular Plant,Floerkea proserpinacoides,Least Concern,"False Mermaid-Weed, False Mermaidweed",Bryce,96
Vascular Plant,Floerkea proserpinacoides,Least Concern,"False Mermaid-Weed, False Mermaidweed",Great Smoky Mountains,17
Vascular Plant,Cleome serrulata,Least Concern,"Rocky Mountain Beeplant, Bee Spiderflower",Yosemite,141
Vascular Plant,Cleome serrulata,Least Concern,"Rocky Mountain Beeplant, Bee Spiderflower",Great Smoky Mountains,79
Vascular Plant,Cleome serrulata,Least Concern,"Rocky Mountain Beeplant, Bee Spiderflower",Yellowstone,229
Vascular Plant,Cleome serrulata,Least Concern,"Rocky Mountain Beeplant, Bee Spiderflower",Bryce,130
Vascular Plant,Thelypodium sagittatum,Least Concern,"Slender Thelypody, Arrow Thelypody",Yosemite,164
Vascular Plant,Thelypodium sagittatum,Least Concern,"Slender Thelypody, Arrow Thelypody",Bryce,121
Vascular Plant,Thelypodium sagittatum,Least Concern,"Slender Thelypody, Arrow Thelypody",Yellowstone,250
Vascular Plant,Thelypodium sagittatum,Least Concern,"Slender Thelypody, Arrow Thelypody",Great Smoky Mountains,67
Vascular Plant,Thelypodium paniculatum,Least Concern,Northwestern Thelypody,Yosemite,130
Vascular Plant,Thelypodium paniculatum,Least Concern,Northwestern Thelypody,Yellowstone,270
Vascular Plant,Thelypodium paniculatum,Least Concern,Northwestern Thelypody,Bryce,101
Vascular Plant,Thelypodium paniculatum,Least Concern,Northwestern Thelypody,Great Smoky Mountains,73
Vascular Plant,Thelypodium integrifolium,Least Concern,"Smoothleaved Thelypody, Entireleaf Thelypody, Entireleaved Thelypody, Entire-Leaf Thelypody",Yellowstone,285
Vascular Plant,Thelypodium integrifolium,Least Concern,"Smoothleaved Thelypody, Entireleaf Thelypody, Entireleaved Thelypody, Entire-Leaf Thelypody",Great Smoky Mountains,48
Vascular Plant,Thelypodium integrifolium,Least Concern,"Smoothleaved Thelypody, Entireleaf Thelypody, Entireleaved Thelypody, Entire-Leaf Thelypody",Bryce,128
Vascular Plant,Thelypodium integrifolium,Least Concern,"Smoothleaved Thelypody, Entireleaf Thelypody, Entireleaved Thelypody, Entire-Leaf Thelypody",Yosemite,153
Vascular Plant,Subularia aquatica,Least Concern,"American Awlwort, Waterawlwort",Yellowstone,246
Vascular Plant,Subularia aquatica,Least Concern,"American Awlwort, Waterawlwort",Yosemite,165
Vascular Plant,Subularia aquatica,Least Concern,"American Awlwort, Waterawlwort",Great Smoky Mountains,81
Vascular Plant,Subularia aquatica,Least Concern,"American Awlwort, Waterawlwort",Bryce,103
Vascular Plant,Smelowskia calycina var. americana,Least Concern,American False Candytuft,Bryce,81
Vascular Plant,Smelowskia calycina var. americana,Least Concern,American False Candytuft,Yosemite,152
Vascular Plant,Smelowskia calycina var. americana,Least Concern,American False Candytuft,Great Smoky Mountains,91
Vascular Plant,Smelowskia calycina var. americana,Least Concern,American False Candytuft,Yellowstone,262
Vascular Plant,Sisymbrium loeselii,Least Concern,"Small Tumbleweed Mustard, Tall Hedgemustard, Tallhedge Mustard, False London Rocket",Yosemite,159
Vascular Plant,Sisymbrium loeselii,Least Concern,"Small Tumbleweed Mustard, Tall Hedgemustard, Tallhedge Mustard, False London Rocket",Bryce,108
Vascular Plant,Sisymbrium loeselii,Least Concern,"Small Tumbleweed Mustard, Tall Hedgemustard, Tallhedge Mustard, False London Rocket",Great Smoky Mountains,73
Vascular Plant,Sisymbrium loeselii,Least Concern,"Small Tumbleweed Mustard, Tall Hedgemustard, Tallhedge Mustard, False London Rocket",Yellowstone,227
Vascular Plant,Sisymbrium altissimum,Least Concern,"Tall Hedge-Mustard, Tall Tumblemustard, Tall Mustard, Tumbleweed Mustard, Tumble Mustard, Jim Hill Mustard, Tumblemustard",Yellowstone,283
Vascular Plant,Sisymbrium altissimum,Least Concern,"Tall Hedge-Mustard, Tall Tumblemustard, Tall Mustard, Tumbleweed Mustard, Tumble Mustard, Jim Hill Mustard, Tumblemustard",Great Smoky Mountains,62
Vascular Plant,Sisymbrium altissimum,Least Concern,"Tall Hedge-Mustard, Tall Tumblemustard, Tall Mustard, Tumbleweed Mustard, Tumble Mustard, Jim Hill Mustard, Tumblemustard",Bryce,118
Vascular Plant,Sisymbrium altissimum,Least Concern,"Tall Hedge-Mustard, Tall Tumblemustard, Tall Mustard, Tumbleweed Mustard, Tumble Mustard, Jim Hill Mustard, Tumblemustard",Yosemite,192
Vascular Plant,Stellaria longipes var. longipes,Least Concern,"Chickweed, Longstalk Starwort",Yellowstone,256
Vascular Plant,Stellaria longipes var. longipes,Least Concern,"Chickweed, Longstalk Starwort",Yosemite,173
Vascular Plant,Stellaria longipes var. longipes,Least Concern,"Chickweed, Longstalk Starwort",Great Smoky Mountains,19
Vascular Plant,Stellaria longipes var. longipes,Least Concern,"Chickweed, Longstalk Starwort",Bryce,75
Vascular Plant,Stellaria obtusa,Least Concern,Rocky Mountain Chickweed,Great Smoky Mountains,49
Vascular Plant,Stellaria obtusa,Least Concern,Rocky Mountain Chickweed,Yosemite,164
Vascular Plant,Stellaria obtusa,Least Concern,Rocky Mountain Chickweed,Yellowstone,259
Vascular Plant,Stellaria obtusa,Least Concern,Rocky Mountain Chickweed,Bryce,104
Vascular Plant,Valeriana acutiloba var. pubicarpa,Least Concern,"Hairyfruit Valeriana, Hairyfruit Valerian",Yellowstone,209
Vascular Plant,Valeriana acutiloba var. pubicarpa,Least Concern,"Hairyfruit Valeriana, Hairyfruit Valerian",Great Smoky Mountains,87
Vascular Plant,Valeriana acutiloba var. pubicarpa,Least Concern,"Hairyfruit Valeriana, Hairyfruit Valerian",Yosemite,155
